Genome_ID,Clade,Niche,Genomovar_Cluster,Clone_Cluster
GCA_902202915.1,CladeB,Throat,Cluster_112,Cluster_668
GCA_902202925.1,CladeB,Rectal/Feces,Cluster_112,Cluster_668
GCA_902202945.1,CladeB,Rectal/Feces,Cluster_12,Cluster_3123
GCA_902202955.1,CladeB,Throat,Cluster_12,Cluster_3123
GCA_902202965.1,CladeB,Throat,Cluster_112,Cluster_668
GCA_902202975.1,CladeB,Throat,Cluster_81,Cluster_3134
GCA_902202985.1,CladeB,Sputum,Cluster_12,Cluster_3123
GCA_902202995.1,CladeB,Throat,Cluster_81,Cluster_3134
GCA_902203005.1,CladeB,Throat,Cluster_114,Cluster_3135
GCA_902203025.1,CladeB,Throat,Cluster_12,Cluster_3136
GCA_902203035.1,CladeB,Rectal/Feces,Cluster_81,Cluster_3134
GCA_902203045.1,CladeB,Rectal/Feces,Cluster_11,Cluster_3128
GCA_902203055.1,CladeB,Sputum,Cluster_12,Cluster_3123
GCA_902203065.1,CladeB,Rectal/Feces,Cluster_12,Cluster_3123
GCA_902203075.1,CladeA,Throat,Cluster_68,Cluster_3137
GCA_902203105.1,CladeB,Sputum,Cluster_12,Cluster_3123
GCA_902203115.1,CladeB,Blood,Cluster_11,Cluster_3128
GCA_902203125.1,CladeB,Throat,Cluster_12,Cluster_3123
GCA_902203135.1,CladeB,Sputum,Cluster_12,Cluster_3123
GCA_902203145.1,CladeB,Rectal/Feces,Cluster_114,Cluster_3138
GCA_902203155.1,CladeB,Rectal/Feces,Cluster_12,Cluster_3123
GCA_902203165.1,CladeB,Rectal/Feces,Cluster_81,Cluster_3134
GCA_902203175.1,CladeB,Blood,Cluster_11,Cluster_3128
GCA_902203185.1,CladeB,Throat,Cluster_12,Cluster_3123
GCA_902203195.1,CladeA,Throat,Cluster_5,Cluster_3139
GCA_902203205.1,CladeB,Rectal/Feces,Cluster_12,Cluster_3123
GCA_902203215.1,CladeB,Throat,Cluster_12,Cluster_3123
GCA_902203225.1,CladeB,Rectal/Feces,Cluster_11,Cluster_3140
GCA_902203235.1,CladeB,Blood,Cluster_11,Cluster_3128
GCA_902203245.1,CladeB,Throat,Cluster_12,Cluster_3123
GCA_902203255.1,CladeB,Rectal/Feces,Cluster_11,Cluster_3141
GCA_902203265.1,CladeB,Rectal/Feces,Cluster_11,Cluster_3128
GCA_902203275.1,CladeB,Rectal/Feces,Cluster_12,Cluster_3123
GCA_902203285.1,CladeB,Throat,Cluster_12,Cluster_3123
GCA_902203295.1,CladeB,Rectal/Feces,Cluster_12,Cluster_3142
GCA_902203305.1,CladeB,Sputum,Cluster_11,Cluster_256
GCA_902203315.1,CladeB,Throat,Cluster_12,Cluster_3123
GCA_902203325.1,CladeB,Throat,Cluster_11,Cluster_3128
GCA_902203335.1,CladeB,Wound,Cluster_12,Cluster_3123
GCA_902203345.1,CladeB,Throat,Cluster_12,Cluster_3123
GCA_902203355.1,CladeB,Rectal/Feces,Cluster_12,Cluster_3123
GCA_902203365.1,CladeB,Rectal/Feces,Cluster_12,Cluster_3123
GCA_902203375.1,CladeB,Throat,Cluster_12,Cluster_3123
GCA_902203385.1,CladeB,Throat,Cluster_12,Cluster_3123
GCA_902203405.1,CladeB,Throat,Cluster_12,Cluster_3142
GCA_902203435.1,CladeB,Sputum,Cluster_12,Cluster_3142
GCA_902203455.1,CladeB,Rectal/Feces,Cluster_12,Cluster_3142
GCA_902203585.1,CladeA,Rectal/Feces,Cluster_26,Cluster_3143
GCA_902203595.1,CladeB,Rectal/Feces,Cluster_11,Cluster_3144
GCA_902203605.1,CladeB,Wound,Cluster_12,Cluster_3123
GCA_902203615.1,CladeA,Rectal/Feces,Cluster_26,Cluster_3143
GCA_902203625.1,CladeB,Sputum,Cluster_11,Cluster_3128
GCA_902203635.1,CladeB,Urinary,Cluster_12,Cluster_3123
GCA_902203645.1,CladeB,Throat,Cluster_12,Cluster_3123
GCA_902203655.1,CladeB,Rectal/Feces,Cluster_11,Cluster_3128
GCA_902203665.1,CladeB,Throat,Cluster_12,Cluster_3123
GCA_902203675.1,CladeB,Throat,Cluster_112,Cluster_668
GCA_902203685.1,CladeB,Throat,Cluster_12,Cluster_3123
GCA_902203705.1,CladeB,Throat,Cluster_12,Cluster_3123
GCA_902203715.1,CladeB,Throat,Cluster_11,Cluster_3145
GCA_902203725.1,CladeB,Rectal/Feces,Cluster_11,Cluster_3146
GCA_902203735.1,CladeB,Rectal/Feces,Cluster_11,Cluster_256
GCA_902203745.1,CladeB,Sputum,Cluster_11,Cluster_256
GCA_902203755.1,CladeB,Sputum,Cluster_112,Cluster_668
GCA_902203765.1,CladeB,Urinary,Cluster_12,Cluster_3123
GCA_902203775.1,CladeB,Throat,Cluster_11,Cluster_3147
GCA_902203785.1,CladeB,Wound,Cluster_11,Cluster_256
GCA_902203795.1,CladeB,Sputum,Cluster_12,Cluster_3148
GCA_902203805.1,CladeB,Throat,Cluster_12,Cluster_3123
GCA_902203815.1,CladeB,Rectal/Feces,Cluster_12,Cluster_3149
GCA_902203825.1,CladeB,Throat,Cluster_11,Cluster_3150
GCA_902203835.1,CladeB,Rectal/Feces,Cluster_112,Cluster_668
GCA_902203845.1,CladeB,Throat,Cluster_12,Cluster_3123
GCA_902203855.1,CladeB,Throat,Cluster_12,Cluster_3151
GCA_902203865.1,CladeB,Urinary,Cluster_112,Cluster_3152
GCA_902203875.1,CladeB,Rectal/Feces,Cluster_12,Cluster_3123
GCA_902203885.1,CladeB,Rectal/Feces,Cluster_112,Cluster_668
GCA_902203895.1,CladeB,Throat,Cluster_84,Cluster_3153
GCA_902203905.1,CladeB,Throat,Cluster_112,Cluster_668
GCA_902203915.1,CladeB,Rectal/Feces,Cluster_12,Cluster_3123
GCA_902203925.1,CladeB,Rectal/Feces,Cluster_11,Cluster_3154
GCA_902203935.1,CladeB,Sputum,Cluster_11,Cluster_3154
GCA_902203945.1,CladeB,Wound,Cluster_11,Cluster_3154
GCA_902203955.1,CladeB,Throat,Cluster_11,Cluster_3155
GCA_902203965.1,CladeB,Wound,Cluster_11,Cluster_3154
GCA_902203975.1,CladeB,Throat,Cluster_11,Cluster_3154
GCA_902203985.1,CladeA,Lung,Cluster_25,Cluster_3156
GCA_902203995.1,CladeB,Sputum,Cluster_11,Cluster_3128
GCA_902204115.1,CladeB,Throat,Cluster_112,Cluster_668
GCA_902204125.1,CladeA,Throat,Cluster_41,Cluster_3157
GCA_902204135.1,CladeA,Throat,Cluster_41,Cluster_3157
GCA_902204165.1,CladeB,Throat,Cluster_112,Cluster_668
GCA_902632995.1,CladeB,Throat,Cluster_365,Cluster_3158
GCA_902633005.1,CladeA,Throat,Cluster_20,Cluster_3159
GCA_902633015.1,CladeA,Throat,Cluster_322,Cluster_3160
GCA_902633025.1,CladeA,Rectal/Feces,Cluster_103,Cluster_3161
GCA_902633035.1,CladeB,Throat,Cluster_55,Cluster_3162
GCA_902633045.1,CladeA,Throat,Cluster_20,Cluster_3163
GCA_902633055.1,CladeA,Throat,Cluster_10,Cluster_3164
GCA_902633065.1,CladeB,Rectal/Feces,Cluster_11,Cluster_3165
GCA_902633075.1,CladeA,Rectal/Feces,Cluster_20,Cluster_3163
GCA_902807105.1,CladeA,Hospital.Environment,Cluster_10,Cluster_3166
GCA_902807215.1,CladeA,Hospital.Environment,Cluster_10,Cluster_3166
GCA_904866275.1,CladeA,Sputum,Cluster_24,Cluster_3167
GCA_905068145.1,CladeA,CF,Cluster_20,Cluster_3168
GCA_905068165.1,CladeA,CF,Cluster_115,Cluster_3169
GCA_905068175.1,CladeA,CF,Cluster_20,Cluster_3170
GCA_905068185.1,CladeA,CF,Cluster_115,Cluster_3171
GCA_905071885.1,CladeB,Urinary,Cluster_12,Cluster_3172
GCA_943912275.1,CladeA,Skin,Cluster_388,Cluster_3173
GCA_949054815.1,CladeA,Wound,Cluster_5,Cluster_3174
GCA_949054925.1,CladeA,Sputum,Cluster_43,Cluster_3175
GCA_949055305.1,CladeA,Wound,Cluster_5,Cluster_3174
GCA_949056195.1,CladeB,Wound,Cluster_218,Cluster_1617
GCA_949057645.1,CladeB,Wound,Cluster_11,Cluster_3176
GCA_949060405.1,CladeB,Urinary,Cluster_16,Cluster_22
GCA_949062205.1,CladeB,Wound,Cluster_16,Cluster_22
GCA_949062235.1,CladeA,Urinary,Cluster_1,Cluster_3177
GCA_949062625.1,CladeA,Urinary,Cluster_1,Cluster_3178
GCA_949069575.1,CladeA,Wound,Cluster_65,Cluster_3179
GCA_949069615.1,CladeA,Wound,Cluster_22,Cluster_3180
GCA_949070295.1,CladeB,Sputum,Cluster_11,Cluster_3181
GCA_949070315.1,CladeB,Wound,Cluster_16,Cluster_22
GCA_949070495.1,CladeB,Burn,Cluster_11,Cluster_256
GCA_949072555.1,CladeB,Wound,Cluster_12,Cluster_3182
GCA_949072665.1,CladeA,Wound,Cluster_103,Cluster_3183
GCA_949072905.1,CladeB,Wound,Cluster_16,Cluster_22
GCA_949072975.1,CladeB,Wound,Cluster_16,Cluster_3184
GCA_949073125.1,CladeB,Wound,Cluster_12,Cluster_3185
GCA_949073145.1,CladeB,Wound,Cluster_389,Cluster_3186
GCA_949073155.1,CladeB,Urinary,Cluster_163,Cluster_3187
GCA_949073165.1,CladeB,Urinary,Cluster_16,Cluster_22
GCA_949073195.1,CladeB,Wound,Cluster_12,Cluster_3188
GCA_949073215.1,CladeA,Wound,Cluster_5,Cluster_3189
GCA_949073275.1,CladeB,Wound,Cluster_16,Cluster_22
GCA_949073315.1,CladeB,Wound,Cluster_390,Cluster_3190
GCA_949073345.1,CladeB,Wound,Cluster_32,Cluster_3191
GCA_949073435.1,CladeB,Wound,Cluster_57,Cluster_3192
GCA_949073465.1,CladeB,Wound,Cluster_16,Cluster_22
GCA_949073485.1,CladeB,Wound,Cluster_379,Cluster_3193
GCA_949073495.1,CladeA,Wound,Cluster_5,Cluster_3194
GCA_949073505.1,CladeB,Wound,Cluster_12,Cluster_3195
GCA_949073605.1,CladeB,Wound,Cluster_16,Cluster_22
GCA_949073725.1,CladeB,Wound,Cluster_16,Cluster_22
GCA_949073865.1,CladeB,Wound,Cluster_11,Cluster_256
GCA_949073895.1,CladeA,Wound,Cluster_5,Cluster_3189
GCA_949073955.1,CladeB,Wound,Cluster_11,Cluster_3196
GCA_949074505.1,CladeA,Wound,Cluster_231,Cluster_3197
GCA_949074655.1,CladeB,Wound,Cluster_16,Cluster_22
GCA_949074665.1,CladeB,Wound,Cluster_11,Cluster_3198
GCA_949074765.1,CladeB,Wound,Cluster_16,Cluster_22
GCA_949074815.1,CladeA,Wound,Cluster_391,Cluster_3199
GCA_949074865.1,CladeA,Wound,Cluster_8,Cluster_3200
GCA_949075165.1,CladeB,Wound,Cluster_16,Cluster_22
GCA_949075205.1,CladeA,Wound,Cluster_43,Cluster_3201
GCA_949075615.1,CladeB,Ear,Cluster_145,Cluster_3202
GCA_949075635.1,CladeA,Wound,Cluster_5,Cluster_3203
GCA_949075835.1,CladeB,Wound,Cluster_11,Cluster_3204
GCA_949075855.1,CladeB,Urinary,Cluster_16,Cluster_22
GCA_949075865.1,CladeA,Wound,Cluster_66,Cluster_3205
GCA_949075965.1,CladeA,Wound,Cluster_5,Cluster_3206
GCA_949076115.1,CladeA,Wound,Cluster_359,Cluster_3207
GCA_949076225.1,CladeB,Wound,Cluster_32,Cluster_3191
GCA_949076355.1,CladeB,Wound,Cluster_11,Cluster_3208
GCA_949076735.1,CladeA,Wound,Cluster_246,Cluster_3209
GCA_949077305.1,CladeA,Wound,Cluster_26,Cluster_3210
GCA_949077315.1,CladeA,Wound,Cluster_26,Cluster_3211
GCA_949077325.1,CladeB,Wound,Cluster_16,Cluster_22
GCA_949077335.1,CladeB,Animal,Cluster_16,Cluster_22
GCA_949077345.1,CladeA,Urinary,Cluster_25,Cluster_3212
GCA_949077415.1,CladeA,Wound,Cluster_5,Cluster_3213
GCA_949077425.1,CladeB,Urinary,Cluster_16,Cluster_22
GCA_949077435.1,CladeA,Urinary,Cluster_1,Cluster_3177
GCA_949077445.1,CladeA,Urinary,Cluster_1,Cluster_3214
GCA_949077455.1,CladeA,Wound,Cluster_285,Cluster_3215
GCA_949077465.1,CladeA,Wound,Cluster_26,Cluster_3211
GCA_949077475.1,CladeB,Urinary,Cluster_16,Cluster_22
GCA_949077495.1,CladeB,Wound,Cluster_16,Cluster_3216
GCA_949077505.1,CladeB,Urinary,Cluster_16,Cluster_22
GCA_949077525.1,CladeB,Wound,Cluster_16,Cluster_22
GCA_949077535.1,CladeA,Urinary,Cluster_53,Cluster_3217
GCA_949077565.1,CladeB,Wound,Cluster_16,Cluster_22
GCA_949077595.1,CladeA,Wound,Cluster_43,Cluster_3218
GCA_949077635.1,CladeB,Wound,Cluster_12,Cluster_3219
GCA_949077655.1,CladeB,Wound,Cluster_16,Cluster_22
GCA_949077665.1,CladeA,Wound,Cluster_58,Cluster_3220
GCA_949077695.1,CladeB,Lung,Cluster_11,Cluster_3221
GCA_949077835.1,CladeB,Urinary,Cluster_11,Cluster_3222
GCA_949077845.1,CladeA,Wound,Cluster_5,Cluster_3223
GCA_949077865.1,CladeA,Wound,Cluster_5,Cluster_3224
GCA_949077895.1,CladeB,Wound,Cluster_16,Cluster_22
GCA_949077905.1,CladeB,Urinary,Cluster_16,Cluster_22
GCA_949078275.1,CladeA,Sputum,Cluster_66,Cluster_3225
GCA_949078685.1,CladeA,Wound,Cluster_212,Cluster_3226
GCA_949078695.1,CladeA,Wound,Cluster_26,Cluster_3227
GCA_949078725.1,CladeB,Wound,Cluster_32,Cluster_3191
GCA_949078735.1,CladeB,Plant,Cluster_11,Cluster_3222
GCA_949078765.1,CladeB,Wound,Cluster_16,Cluster_3228
GCA_949078845.1,CladeA,Sputum,Cluster_40,Cluster_594
GCA_949078855.1,CladeB,Wound,Cluster_52,Cluster_3229
GCA_949078905.1,CladeA,Ear,Cluster_24,Cluster_3230
GCA_949078945.1,CladeA,Wound,Cluster_10,Cluster_3231
GCA_949078955.1,CladeA,Wound,Cluster_147,Cluster_3232
GCA_949078985.1,CladeA,Wound,Cluster_26,Cluster_3233
GCA_949079005.1,CladeA,Wound,Cluster_5,Cluster_3174
GCA_949079015.1,CladeA,Wound,Cluster_26,Cluster_3211
GCA_949079025.1,CladeB,Wound,Cluster_16,Cluster_3234
GCA_949079035.1,CladeB,Wound,Cluster_57,Cluster_3235
GCA_949079045.1,CladeB,Wound,Cluster_16,Cluster_22
GCA_949079065.1,CladeB,Wound,Cluster_16,Cluster_22
GCA_949079095.1,CladeB,Urinary,Cluster_16,Cluster_22
GCA_949079115.1,CladeB,Wound,Cluster_16,Cluster_22
GCA_949079135.1,CladeA,Wound,Cluster_293,Cluster_3236
GCA_949120935.1,CladeB,Urinary,Cluster_81,Cluster_3237
GCA_951691365.2,CladeA,Blood,Cluster_26,Cluster_3238
GCA_951802375.2,CladeA,Throat,Cluster_123,Cluster_3239
GCA_951805275.2,CladeA,Urinary,Cluster_123,Cluster_3240
GCA_958438755.1,CladeA,Rectal/Feces,Cluster_35,Cluster_3241
GCA_963426545.1,CladeA,Bronchiectasis,Cluster_40,Cluster_3242
GCA_963426565.1,CladeA,Bronchiectasis,Cluster_94,Cluster_3243
GCA_963426575.1,CladeA,Bronchiectasis,Cluster_23,Cluster_3244
GCA_963426585.1,CladeB,Bronchiectasis,Cluster_4,Cluster_3245
GCA_963426605.1,CladeA,Bronchiectasis,Cluster_282,Cluster_3246
GCA_963426615.1,CladeA,Bronchiectasis,Cluster_68,Cluster_3247
GCA_963426645.1,CladeA,Bronchiectasis,Cluster_13,Cluster_3248
GCA_963426665.1,CladeA,Bronchiectasis,Cluster_10,Cluster_3249
GCA_963426685.1,CladeA,Bronchiectasis,Cluster_40,Cluster_3242
GCA_963426705.1,CladeA,Bronchiectasis,Cluster_41,Cluster_3250
GCA_963426715.1,CladeA,Bronchiectasis,Cluster_111,Cluster_326
GCA_963426725.1,CladeA,Bronchiectasis,Cluster_36,Cluster_3251
GCA_963426735.1,CladeA,Bronchiectasis,Cluster_2,Cluster_3252
GCA_963426745.1,CladeB,Bronchiectasis,Cluster_200,Cluster_3253
GCA_963426755.1,CladeA,Bronchiectasis,Cluster_31,Cluster_3254
GCA_963426775.1,CladeA,Bronchiectasis,Cluster_22,Cluster_3255
GCA_963426785.1,CladeA,Bronchiectasis,Cluster_36,Cluster_3256
GCA_963426795.1,CladeA,Bronchiectasis,Cluster_68,Cluster_3257
GCA_963426805.1,CladeB,Bronchiectasis,Cluster_200,Cluster_3253
GCA_963426815.1,CladeA,Bronchiectasis,Cluster_230,Cluster_3258
GCA_963426825.1,CladeA,Bronchiectasis,Cluster_227,Cluster_3259
GCA_963426835.1,CladeA,Bronchiectasis,Cluster_392,Cluster_3260
GCA_963426865.1,CladeB,Bronchiectasis,Cluster_64,Cluster_153
GCA_963426875.1,CladeA,Bronchiectasis,Cluster_230,Cluster_3261
GCA_963426885.1,CladeA,Bronchiectasis,Cluster_230,Cluster_3258
GCA_963426895.1,CladeA,Bronchiectasis,Cluster_116,Cluster_3262
GCA_963426905.1,CladeA,Bronchiectasis,Cluster_242,Cluster_1120
GCA_963426915.1,CladeA,Bronchiectasis,Cluster_393,Cluster_3263
GCA_963426925.1,CladeA,Bronchiectasis,Cluster_394,Cluster_3264
GCA_963426935.1,CladeA,Bronchiectasis,Cluster_70,Cluster_1091
GCA_963426945.1,CladeA,Bronchiectasis,Cluster_230,Cluster_3265
GCA_963426955.1,CladeA,Bronchiectasis,Cluster_211,Cluster_3266
GCA_963426965.1,CladeA,Bronchiectasis,Cluster_282,Cluster_3267
GCA_963426975.1,CladeA,Bronchiectasis,Cluster_30,Cluster_94
GCA_963426995.1,CladeB,Bronchiectasis,Cluster_55,Cluster_2544
GCA_963427005.1,CladeA,Bronchiectasis,Cluster_282,Cluster_3246
GCA_963427015.1,CladeA,Bronchiectasis,Cluster_58,Cluster_1568
GCA_963427025.1,CladeA,Bronchiectasis,Cluster_24,Cluster_3268
GCA_963427035.1,CladeA,Bronchiectasis,Cluster_94,Cluster_968
GCA_963427065.1,CladeA,Bronchiectasis,Cluster_68,Cluster_3257
GCA_963427085.1,CladeA,Bronchiectasis,Cluster_157,Cluster_3269
GCA_963427105.1,CladeA,Bronchiectasis,Cluster_14,Cluster_3270
GCA_963427115.1,CladeA,Bronchiectasis,Cluster_157,Cluster_3269
GCA_963427125.1,CladeA,Bronchiectasis,Cluster_14,Cluster_3270
GCA_963427135.1,CladeA,Bronchiectasis,Cluster_2,Cluster_356
GCA_963427155.1,CladeA,Bronchiectasis,Cluster_26,Cluster_3271
GCA_963427175.1,CladeA,Bronchiectasis,Cluster_203,Cluster_3272
GCA_963427195.1,CladeA,Bronchiectasis,Cluster_31,Cluster_3254
GCA_963427215.1,CladeA,Bronchiectasis,Cluster_230,Cluster_3273
GCA_963427225.1,CladeA,Bronchiectasis,Cluster_227,Cluster_3259
GCA_963427235.1,CladeA,Bronchiectasis,Cluster_26,Cluster_3271
GCA_963427245.1,CladeB,Bronchiectasis,Cluster_185,Cluster_3274
GCA_963427255.1,CladeA,Bronchiectasis,Cluster_227,Cluster_3259
GCA_963427265.1,CladeA,Bronchiectasis,Cluster_30,Cluster_94
GCA_963427275.1,CladeA,Bronchiectasis,Cluster_229,Cluster_3275
GCA_963427295.1,CladeA,Bronchiectasis,Cluster_23,Cluster_3244
GCA_963427315.1,CladeA,Bronchiectasis,Cluster_14,Cluster_3270
GCA_963427325.1,CladeB,Bronchiectasis,Cluster_64,Cluster_153
GCA_963427335.1,CladeA,Bronchiectasis,Cluster_2,Cluster_3276
GCA_963427345.1,CladeB,Bronchiectasis,Cluster_55,Cluster_2544
GCA_963427355.1,CladeB,Bronchiectasis,Cluster_200,Cluster_3253
GCA_963427365.1,CladeA,Bronchiectasis,Cluster_227,Cluster_3259
GCA_963427375.1,CladeA,Bronchiectasis,Cluster_94,Cluster_968
GCA_963427385.1,CladeA,Bronchiectasis,Cluster_395,Cluster_3277
GCA_963427395.1,CladeA,Bronchiectasis,Cluster_92,Cluster_3278
GCA_963427405.1,CladeA,Bronchiectasis,Cluster_13,Cluster_3248
GCA_963427415.1,CladeA,Bronchiectasis,Cluster_63,Cluster_3279
GCA_963427425.1,CladeA,Bronchiectasis,Cluster_92,Cluster_3278
GCA_963427435.1,CladeA,Bronchiectasis,Cluster_92,Cluster_3278
GCA_963427445.1,CladeA,Bronchiectasis,Cluster_394,Cluster_3264
GCA_963427455.1,CladeA,Bronchiectasis,Cluster_90,Cluster_3280
GCA_963427465.1,CladeA,Bronchiectasis,Cluster_26,Cluster_3271
GCA_963427475.1,CladeA,Bronchiectasis,Cluster_68,Cluster_3257
GCA_963427485.1,CladeA,Bronchiectasis,Cluster_105,Cluster_3281
GCA_963427495.1,CladeA,Bronchiectasis,Cluster_230,Cluster_3261
GCA_963427505.1,CladeA,Bronchiectasis,Cluster_394,Cluster_3264
GCA_963427515.1,CladeA,Bronchiectasis,Cluster_125,Cluster_3282
GCA_963427525.1,CladeA,Bronchiectasis,Cluster_111,Cluster_326
GCA_963427535.1,CladeA,Bronchiectasis,Cluster_2,Cluster_356
GCA_963427545.1,CladeA,Bronchiectasis,Cluster_94,Cluster_3283
GCA_963427555.1,CladeA,Bronchiectasis,Cluster_10,Cluster_675
GCA_963427565.1,CladeA,Bronchiectasis,Cluster_2,Cluster_356
GCA_963427575.1,CladeA,Bronchiectasis,Cluster_287,Cluster_3284
GCA_963427585.1,CladeA,Bronchiectasis,Cluster_393,Cluster_3263
GCA_963427595.1,CladeA,Bronchiectasis,Cluster_90,Cluster_3280
GCA_963427605.1,CladeA,Bronchiectasis,Cluster_2,Cluster_3252
GCA_963427615.1,CladeB,Bronchiectasis,Cluster_321,Cluster_3285
GCA_963427645.1,CladeA,Bronchiectasis,Cluster_60,Cluster_1075
GCA_963427665.1,CladeA,Bronchiectasis,Cluster_211,Cluster_3286
GCA_963427685.1,CladeA,Bronchiectasis,Cluster_103,Cluster_3287
GCA_963427695.1,CladeA,Bronchiectasis,Cluster_48,Cluster_819
GCA_963427705.1,CladeA,Bronchiectasis,Cluster_211,Cluster_3286
GCA_963427715.1,CladeB,Bronchiectasis,Cluster_4,Cluster_3245
GCA_963427725.1,CladeA,Bronchiectasis,Cluster_2,Cluster_3288
GCA_963427735.1,CladeA,Bronchiectasis,Cluster_2,Cluster_3288
GCA_963427745.1,CladeB,Bronchiectasis,Cluster_11,Cluster_3289
GCA_963427765.1,CladeA,Bronchiectasis,Cluster_10,Cluster_3290
GCA_963427775.1,CladeA,Bronchiectasis,Cluster_19,Cluster_3291
GCA_963427785.1,CladeA,Bronchiectasis,Cluster_287,Cluster_3284
GCA_963427795.1,CladeA,Bronchiectasis,Cluster_5,Cluster_3292
GCA_963427815.1,CladeA,Bronchiectasis,Cluster_40,Cluster_3293
GCA_963427825.1,CladeB,Bronchiectasis,Cluster_196,Cluster_3294
GCA_963427835.1,CladeA,Bronchiectasis,Cluster_43,Cluster_3295
GCA_963427845.1,CladeA,Bronchiectasis,Cluster_54,Cluster_3296
GCA_963427855.1,CladeA,Bronchiectasis,Cluster_213,Cluster_3297
GCA_963427865.1,CladeA,Bronchiectasis,Cluster_2,Cluster_3288
GCA_963427885.1,CladeA,Bronchiectasis,Cluster_53,Cluster_3298
GCA_963427895.1,CladeB,Bronchiectasis,Cluster_11,Cluster_3299
GCA_963427905.1,CladeB,Bronchiectasis,Cluster_11,Cluster_3299
GCA_963427915.1,CladeB,Bronchiectasis,Cluster_321,Cluster_3285
GCA_963427925.1,CladeA,Bronchiectasis,Cluster_10,Cluster_3300
GCA_963427935.1,CladeA,Bronchiectasis,Cluster_396,Cluster_3301
GCA_963427955.1,CladeA,Bronchiectasis,Cluster_278,Cluster_3302
GCA_963427965.1,CladeA,Bronchiectasis,Cluster_10,Cluster_3303
GCA_963427975.1,CladeB,Bronchiectasis,Cluster_4,Cluster_3304
GCA_963427985.1,CladeA,Bronchiectasis,Cluster_40,Cluster_3305
GCA_963427995.1,CladeA,Bronchiectasis,Cluster_5,Cluster_3306
GCA_963428005.1,CladeA,Bronchiectasis,Cluster_5,Cluster_3306
GCA_963428015.1,CladeA,Bronchiectasis,Cluster_282,Cluster_3267
GCA_963428025.1,CladeA,Bronchiectasis,Cluster_277,Cluster_3307
GCA_963428035.1,CladeA,Bronchiectasis,Cluster_10,Cluster_3249
GCA_963428045.1,CladeA,Bronchiectasis,Cluster_10,Cluster_3249
GCA_963428055.1,CladeB,Bronchiectasis,Cluster_397,Cluster_3308
GCA_963428065.1,CladeB,Bronchiectasis,Cluster_11,Cluster_3309
GCA_963428075.1,CladeA,Bronchiectasis,Cluster_58,Cluster_3310
GCA_963428085.1,CladeA,Bronchiectasis,Cluster_5,Cluster_3311
GCA_963428105.1,CladeA,Bronchiectasis,Cluster_5,Cluster_1004
GCA_963428115.1,CladeA,Bronchiectasis,Cluster_192,Cluster_796
GCA_963428155.1,CladeA,Bronchiectasis,Cluster_92,Cluster_3278
GCA_963428165.1,CladeA,Bronchiectasis,Cluster_2,Cluster_3276
GCA_963428175.1,CladeA,Bronchiectasis,Cluster_10,Cluster_675
GCA_963428185.1,CladeA,Bronchiectasis,Cluster_395,Cluster_3277
GCA_963428195.1,CladeA,Bronchiectasis,Cluster_36,Cluster_3256
GCA_963428205.1,CladeA,Bronchiectasis,Cluster_10,Cluster_3312
GCA_963428225.1,CladeA,Bronchiectasis,Cluster_2,Cluster_356
GCA_963428245.1,CladeA,Bronchiectasis,Cluster_24,Cluster_3313
GCA_963428255.1,CladeA,Bronchiectasis,Cluster_24,Cluster_3314
GCA_963428265.1,CladeA,Bronchiectasis,Cluster_398,Cluster_3315
GCA_963428275.1,CladeA,Bronchiectasis,Cluster_34,Cluster_3316
GCA_963428285.1,CladeA,Bronchiectasis,Cluster_43,Cluster_260
GCA_963428295.1,CladeA,Bronchiectasis,Cluster_20,Cluster_3317
GCA_963428305.1,CladeA,Bronchiectasis,Cluster_94,Cluster_261
GCA_963428315.1,CladeA,Bronchiectasis,Cluster_10,Cluster_3318
GCA_963428335.1,CladeA,Bronchiectasis,Cluster_229,Cluster_3275
GCA_963428355.1,CladeA,Bronchiectasis,Cluster_5,Cluster_3306
GCA_963428375.1,CladeA,Bronchiectasis,Cluster_395,Cluster_3277
GCA_963428385.1,CladeA,Bronchiectasis,Cluster_5,Cluster_3306
GCA_963428395.1,CladeA,Bronchiectasis,Cluster_227,Cluster_3259
GCA_963428405.1,CladeA,Bronchiectasis,Cluster_94,Cluster_968
GCA_963428415.1,CladeB,Bronchiectasis,Cluster_64,Cluster_153
GCA_963428425.1,CladeA,Bronchiectasis,Cluster_90,Cluster_3280
GCA_963428435.1,CladeA,Bronchiectasis,Cluster_34,Cluster_3316
GCA_963428445.1,CladeA,Bronchiectasis,Cluster_230,Cluster_3273
GCA_963428455.1,CladeA,Bronchiectasis,Cluster_24,Cluster_3319
GCA_963428465.1,CladeA,Bronchiectasis,Cluster_40,Cluster_3293
GCA_963428475.1,CladeA,Bronchiectasis,Cluster_10,Cluster_3290
GCA_963428485.1,CladeA,Bronchiectasis,Cluster_53,Cluster_3298
GCA_963428495.1,CladeA,Bronchiectasis,Cluster_43,Cluster_321
GCA_963428505.1,CladeA,Bronchiectasis,Cluster_10,Cluster_3303
GCA_963428525.1,CladeA,Bronchiectasis,Cluster_399,Cluster_3320
GCA_963428535.1,CladeA,Bronchiectasis,Cluster_2,Cluster_356
GCA_963428545.1,CladeA,Bronchiectasis,Cluster_10,Cluster_3300
